Player,Nation,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Position,League
Frederik Rønnow,DEN,Union Berlin,30,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,GK,Bundesliga
José Sá,POR,Wolves,30,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Youssouf Sabaly,SEN,Betis,30,1993,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,31,47,43,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,DF,La Liga
Emmanuel Sabbi,USA,Le Havre,25,1997,30,18,1584,17.6,5,1,6,3,2,2,5,0,4.1,2.5,1.4,4.0,38,36,101,0.28,0.06,0.34,0.17,0.23,0.23,0.08,0.32,0.14,0.23,FW,Ligue 1
Stefano Sabelli,ITA,Genoa,30,1993,32,30,2429,27.0,0,1,1,0,0,0,5,0,0.8,0.8,1.9,2.7,69,88,101,0.0,0.04,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,DF,Serie A
Marcel Sabitzer,AUT,Dortmund,29,1994,25,23,1961,21.8,4,3,7,3,1,1,3,1,3.6,2.8,1.8,4.6,39,111,69,0.18,0.14,0.32,0.14,0.28,0.16,0.08,0.25,0.13,0.21,MF,Bundesliga
Falaye Sacko,MLI,Montpellier,28,1995,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,38,63,42,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,DF,Ligue 1
Dominic Sadi,ENG,Bournemouth,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Premier League
Umar Sadiq,NGA,Real Sociedad,26,1997,26,12,1077,12.0,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18,13,74,0.25,0.08,0.33,0.25,0.33,0.3,0.09,0.39,0.3,0.39,FW,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26,FW,Serie A
Pablo Saenz,ESP,Granada,23,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,La Liga
Modibo Sagnan,MLI,Montpellier,24,1999,13,12,1054,11.7,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7,25,5,0.17,0.0,0.17,0.17,0.17,0.1,0.03,0.13,0.1,0.13,DF,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,27,11,1020,11.3,7,1,8,7,0,0,1,0,5.7,5.7,0.9,6.6,18,26,95,0.62,0.09,0.71,0.62,0.71,0.5,0.08,0.58,0.5,0.58,FW,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,6,3,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,6,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,DF,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,FW,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,23,4,524,5.8,4,1,5,4,0,0,3,0,3.1,3.1,0.5,3.6,15,18,61,0.69,0.17,0.86,0.69,0.86,0.54,0.08,0.62,0.54,0.62,FW,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,FW,Premier League
Amine Salama,FRA,Reims,23,2000,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10,7,33,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,FW,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.8,0.8,0.5,1.4,11,61,16,0.17,0.0,0.17,0.17,0.17,0.05,0.03,0.08,0.05,0.08,DF,La Liga
William Saliba,FRA,Arsenal,22,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,DF,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,7,72,6,0.0,0.09,0.09,0.0,0.09,0.02,0.02,0.04,0.02,0.04,DF,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,27,22,1840,20.4,3,2,5,3,0,1,6,0,7.9,7.1,3.5,10.6,47,41,139,0.15,0.1,0.24,0.15,0.24,0.39,0.17,0.56,0.35,0.52,MF,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,20,18,1568,17.4,1,1,2,1,0,0,3,0,1.1,1.1,0.7,1.8,8,48,8,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.1,0.06,0.1,DF,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,34,28,2372,26.4,6,2,8,5,1,1,3,0,3.5,2.8,5.5,8.3,65,83,91,0.23,0.08,0.3,0.19,0.27,0.13,0.21,0.34,0.11,0.31,MF,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,4,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,1,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,MF,La Liga
Diadie Samassékou,MLI,Hoffenheim,27,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23,11,73,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94,FW,Ligue 1
Brice Samba,FRA,Lens,29,1994,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,GK,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29,72,13,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,MF,Premier League
Junior Sambia,FRA,Salernitana,26,1996,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.5,0.5,0.9,1.4,23,41,37,0.09,0.17,0.26,0.09,0.26,0.05,0.07,0.12,0.05,0.12,DF,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,4,3,152,1.7,1,0,1,1,0,0,1,1,0.1,0.1,0.1,0.1,0,4,0,0.59,0.0,0.59,0.59,0.59,0.03,0.05,0.09,0.03,0.09,MF,La Liga
Antonio Sanabria,PAR,Torino,27,1996,35,23,2133,23.7,5,0,5,3,2,2,2,0,9.3,7.7,1.4,9.1,19,57,109,0.21,0.0,0.21,0.13,0.13,0.39,0.06,0.45,0.32,0.38,FW,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,6.3,5.5,4.7,10.2,76,121,157,0.18,0.23,0.41,0.18,0.41,0.29,0.21,0.5,0.25,0.47,MF,La Liga
Renato Sanches,POR,Roma,25,1997,7,1,146,1.6,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,5,10,5,0.62,0.0,0.62,0.62,0.62,0.05,0.14,0.19,0.05,0.19,MF,Serie A
Ricard Sánchez,ESP,Granada,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,1.0,1.0,1.9,2.9,49,84,103,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11,DF,La Liga
Alexis Sánchez,CHI,Inter,34,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,FW,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35,57,61,0.19,0.06,0.25,0.19,0.25,0.16,0.05,0.21,0.16,0.21,MF,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,DF,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.9,0.9,1.1,2.0,42,50,112,0.0,0.15,0.15,0.0,0.15,0.07,0.09,0.15,0.07,0.15,DF,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,41,74,67,0.0,0.25,0.25,0.0,0.25,0.02,0.14,0.16,0.02,0.16,DF,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,10,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,FW,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,14,11,947,10.5,2,2,4,2,0,0,1,0,0.7,0.7,3.0,3.7,61,62,114,0.19,0.19,0.38,0.19,0.38,0.07,0.28,0.35,0.07,0.35,FW,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16,43,9,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,DF,Serie A
Ibou Sané,SEN,Metz,18,2005,9,0,128,1.4,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,6,7,8,0.7,0.0,0.7,0.7,0.7,0.49,0.03,0.51,0.49,0.51,MF,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,27,25,2137,23.7,8,11,19,8,0,0,4,0,10.9,10.9,10.8,21.8,121,113,274,0.34,0.46,0.8,0.34,0.8,0.46,0.46,0.92,0.46,0.92,FW,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,14,9,846,9.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8,19,8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.9,0.9,1.2,2.1,20,107,27,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,DF,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1.0,5,44,7,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,MF,Premier League
Morgan Sanson,FRA,Nice,28,1994,29,24,1964,21.8,2,3,5,2,0,0,4,0,3.3,3.3,4.0,7.3,57,75,98,0.09,0.14,0.23,0.09,0.23,0.15,0.18,0.33,0.15,0.33,MF,Ligue 1
Nicola Sansone,ITA,Lecce,31,1991,25,4,767,8.5,2,2,4,2,0,0,4,0,2.8,2.8,1.3,4.1,15,36,75,0.23,0.23,0.47,0.23,0.47,0.33,0.15,0.48,0.33,0.48,FW,Serie A
Baptiste Santamaria,FRA,Rennes,28,1995,30,22,1926,21.4,0,1,1,0,0,0,3,0,1.9,1.9,0.6,2.5,13,134,36,0.0,0.05,0.05,0.0,0.05,0.09,0.03,0.12,0.09,0.12,MF,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,14,8,656,7.3,1,0,1,1,0,0,4,0,0.6,0.6,0.4,1.0,5,15,12,0.14,0.0,0.14,0.14,0.14,0.08,0.05,0.14,0.08,0.14,MF,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,MF,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,11,9,831,9.2,1,0,1,1,0,0,4,0,1.0,1.0,1.0,2.0,5,48,15,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21,MF,Ligue 1
Tiago santos,POR,Lille,21,2002,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,89,105,137,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14,DF,Ligue 1
Paco Sanz,ESP,Almería,18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,12,3,342,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,14,32,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,FW,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41,109,137,0.21,0.36,0.57,0.1,0.46,0.28,0.3,0.59,0.2,0.5,MF,Premier League
Amin Sarr,SWE,Lyon,22,2001,3,1,98,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,1,8,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.45,0.31,0.45,FW,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,FW,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,2,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,4,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,DF,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,49,36,152,0.19,0.25,0.44,0.19,0.44,0.2,0.15,0.35,0.2,0.35,FW,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Ligue 1
Martin Satriano,URU,Brest,22,2001,33,21,1864,20.7,4,4,8,4,0,0,4,0,6.1,6.1,2.9,9.0,28,37,121,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43,FW,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,32,32,2765,30.7,9,6,15,2,7,7,8,1,9.1,3.6,6.9,10.5,39,224,108,0.29,0.2,0.49,0.07,0.26,0.29,0.22,0.52,0.12,0.34,MF,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,14,66,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,DF,La Liga
Sávio,BRA,Girona,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,6.1,6.1,7.9,14.0,181,93,372,0.27,0.3,0.57,0.27,0.57,0.18,0.24,0.42,0.18,0.42,FW,La Liga
Zanos Savva,CYP,Torino,17,2005,2,0,28,0.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,3.21,0.0,3.21,3.21,3.21,0.51,0.0,0.51,0.51,0.51,DF,Serie A
Saba Sazonov,GEO,Torino,21,2002,12,2,356,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,DF,Serie A
Joe Scally,USA,Gladbach,20,2002,31,25,2236,24.8,1,4,5,1,0,0,4,0,0.6,0.6,1.4,1.9,39,75,75,0.04,0.16,0.2,0.04,0.2,0.02,0.06,0.08,0.02,0.08,DF,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,33,31,2544,28.3,1,3,4,1,0,0,3,0,1.4,1.4,1.1,2.5,30,116,33,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,DF,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,29,17,1453,16.1,12,6,18,12,0,0,1,0,6.5,6.5,3.9,10.5,22,41,167,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65,FW,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Premier League
Kevin Schade,GER,Brentford,21,2001,11,3,333,3.7,2,1,3,2,0,0,0,0,1.2,1.2,0.7,1.9,8,9,23,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52,FW,Premier League
András Schäfer,HUN,Union Berlin,24,1999,20,14,1214,13.5,1,2,3,1,0,0,1,1,1.8,1.8,1.5,3.2,37,59,71,0.07,0.15,0.22,0.07,0.22,0.13,0.11,0.24,0.13,0.24,MF,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,36,35,3054,33.9,4,1,5,4,0,0,5,0,2.5,2.5,0.7,3.3,28,133,20,0.12,0.03,0.15,0.12,0.15,0.07,0.02,0.1,0.07,0.1,DF,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,6.0,5.3,1.0,6.2,7,17,88,0.59,0.0,0.59,0.51,0.51,0.51,0.08,0.59,0.44,0.53,FW,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,16,0,153,1.7,0,1,1,0,0,0,0,0,0.6,0.6,0.9,1.5,1,2,12,0.0,0.59,0.59,0.0,0.59,0.34,0.51,0.85,0.34,0.85,MF,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,29,29,2477,27.5,0,5,5,0,0,0,7,0,1.1,1.1,2.6,3.6,73,230,45,0.0,0.18,0.18,0.0,0.18,0.04,0.09,0.13,0.04,0.13,MF,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,27,24,2185,24.3,5,1,6,5,0,0,9,0,2.0,2.0,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11,DF,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,33,32,2859,31.8,2,1,3,2,0,0,4,0,3.0,3.0,1.9,4.9,55,186,11,0.06,0.03,0.09,0.06,0.09,0.1,0.06,0.15,0.1,0.15,DF,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,29,17,1352,15.0,2,2,4,2,0,0,1,0,1.8,1.8,2.3,4.1,20,33,52,0.13,0.13,0.27,0.13,0.27,0.12,0.15,0.27,0.12,0.27,FW,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,33,30,2601,28.9,4,6,10,4,0,0,5,0,5.2,5.2,6.3,11.5,75,144,165,0.14,0.21,0.35,0.14,0.35,0.18,0.22,0.4,0.18,0.4,MF,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,5,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,3,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,DF,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,22,15,1269,14.1,1,1,2,1,0,0,4,0,1.2,1.2,2.4,3.6,20,106,43,0.07,0.07,0.14,0.07,0.14,0.09,0.17,0.26,0.09,0.26,MF,Ligue 1
Benno Schmitz,GER,Köln,28,1994,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.3,0.5,27,70,47,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04,DF,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,10,2,235,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,15,9,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.11,0.08,0.11,MF,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,26,23,1998,22.2,2,2,4,2,0,0,3,0,1.1,1.1,1.5,2.6,16,72,32,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12,0.05,0.12,MF,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Bundesliga
Perr Schuurs,NED,Torino,23,1999,9,9,770,8.6,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,9,19,4,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,DF,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24,50,35,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,MF,Premier League
Simone Scuffet,ITA,Cagliari,27,1996,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Jérémy Sebas,MTQ,Strasbourg,20,2003,14,2,399,4.4,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,13,6,39,0.45,0.0,0.45,0.45,0.45,0.21,0.01,0.22,0.21,0.22,FW,Ligue 1
Manuel Sebastián,ESP,Sevilla,19,2004,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,MF,La Liga
Demba Seck,SEN,Torino,22,2001,9,5,425,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,23,12,25,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,MF,Serie A
Demba Seck,SEN,Frosinone,22,2001,11,3,298,3.3,0,0,0,0,0,0,0,0,1.1,1.1,0.3,1.4,11,9,23,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44,FW,Serie A
Aleksandar Sedlar,SRB,Alavés,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6,26,1,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,DF,La Liga
Alidu Seidu,GHA,Rennes,23,2000,11,7,593,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14,23,24,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,DF,Ligue 1
Alidu Seidu,GHA,Clermont Foot,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16,33,3,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06,DF,Ligue 1
Nicolas Seiwald,AUT,RB Leipzig,22,2001,21,6,718,8.0,0,2,2,0,0,0,1,0,0.0,0.0,0.3,0.3,3,33,4,0.0,0.25,0.25,0.0,0.25,0.0,0.04,0.04,0.0,0.04,MF,Bundesliga
Nikola Sekulov,ITA,Juventus,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Serie A
Davie Selke,GER,Köln,28,1995,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9,17,46,0.43,0.0,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37,FW,Bundesliga
Matz Sels,BEL,Nott'ham Forest,31,1992,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Matz Sels,BEL,Strasbourg,31,1992,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,GK,Ligue 1
Nélson Semedo,POR,Wolves,29,1993,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,DF,Premier League
Vivaldo Semedo,POR,Udinese,18,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Serie A
Antoine Semenyo,GHA,Bournemouth,23,2000,33,25,2105,23.4,8,2,10,8,0,0,6,0,4.6,4.6,3.2,7.8,89,64,188,0.34,0.09,0.43,0.34,0.43,0.2,0.14,0.34,0.2,0.34,FW,Premier League
